"0","number_trials <- 15
p <- 0.2
rbinom(sample_size, size = number_trials, prob = p)
"
"1","  [1]"
"1"," 1"
"1"," 5"
"1"," 4"
"1"," 6"
"1"," 2"
"1"," 3"
"1"," 3"
"1"," 3"
"1"," 2"
"1"," 4"
"1"," 3"
"1"," 3"
"1"," 3"
"1"," 2"
"1"," 4"
"1"," 5"
"1"," 4"
"1"," 3"
"1"," 5"
"1"," 6"
"1"," 4"
"1"," 4"
"1"," 2"
"1"," 3"
"1"," 5"
"1"," 4"
"1"," 4"
"1"," 1"
"1"," 2"
"1"," 2"
"1"," 1"
"1"," 4"
"1"," 3"
"1"," 3"
"1"," 2"
"1"," 3"
"1"," 2"
"1"," 3"
"1"," 2"
"1"," 2"
"1"," 3"
"1"," 1"
"1"," 4"
"1"," 4"
"1"," 1"
"1"," 5"
"1"," 5"
"1"," 4"
"1"," 2"
"1"," 3"
"1"," 3"
"1","
"
"1"," [52]"
"1"," 4"
"1"," 0"
"1"," 3"
"1"," 2"
"1"," 2"
"1"," 3"
"1"," 7"
"1"," 4"
"1"," 1"
"1"," 1"
"1"," 2"
"1"," 2"
"1"," 2"
"1"," 4"
"1"," 4"
"1"," 1"
"1"," 2"
"1"," 3"
"1"," 1"
"1"," 4"
"1"," 5"
"1"," 6"
"1"," 1"
"1"," 2"
"1"," 1"
"1"," 4"
"1"," 2"
"1"," 2"
"1"," 3"
"1"," 7"
"1"," 1"
"1"," 5"
"1"," 3"
"1"," 4"
"1"," 3"
"1"," 3"
"1"," 3"
"1"," 3"
"1"," 3"
"1"," 1"
"1"," 1"
"1"," 2"
"1"," 0"
"1"," 3"
"1"," 3"
"1"," 2"
"1"," 0"
"1"," 4"
"1"," 1"
"1"," 1"
"1"," 4"
"1","
"
"1","[103]"
"1"," 6"
"1"," 3"
"1"," 3"
"1"," 2"
"1"," 3"
"1"," 2"
"1"," 7"
"1"," 2"
"1"," 4"
"1"," 3"
"1"," 2"
"1"," 2"
"1"," 3"
"1"," 1"
"1"," 2"
"1"," 2"
"1"," 3"
"1"," 2"
"1"," 3"
"1"," 5"
"1"," 3"
"1"," 1"
"1"," 1"
"1"," 3"
"1"," 2"
"1"," 3"
"1"," 2"
"1"," 3"
"1"," 2"
"1"," 2"
"1"," 3"
"1"," 5"
"1"," 2"
"1"," 4"
"1"," 2"
"1"," 4"
"1"," 3"
"1"," 3"
"1"," 3"
"1"," 3"
"1"," 4"
"1"," 6"
"1"," 4"
"1"," 0"
"1"," 1"
"1"," 5"
"1"," 2"
"1"," 4"
"1"," 2"
"1"," 4"
"1"," 3"
"1","
"
"1","[154]"
"1"," 4"
"1"," 4"
"1"," 7"
"1"," 1"
"1"," 4"
"1"," 5"
"1"," 3"
"1"," 1"
"1"," 7"
"1"," 4"
"1"," 4"
"1"," 3"
"1"," 2"
"1"," 5"
"1"," 3"
"1"," 5"
"1"," 4"
"1"," 5"
"1"," 3"
"1"," 5"
"1"," 2"
"1"," 4"
"1"," 3"
"1"," 3"
"1"," 2"
"1"," 5"
"1"," 2"
"1"," 1"
"1"," 2"
"1"," 4"
"1"," 4"
"1"," 0"
"1"," 1"
"1"," 3"
"1"," 0"
"1"," 7"
"1"," 4"
"1"," 0"
"1"," 6"
"1"," 5"
"1"," 4"
"1"," 2"
"1"," 2"
"1"," 2"
"1"," 4"
"1"," 7"
"1"," 2"
"1"," 2"
"1"," 2"
"1"," 2"
"1"," 4"
"1","
"
"1","[205]"
"1"," 0"
"1"," 4"
"1"," 3"
"1"," 7"
"1"," 3"
"1"," 3"
"1"," 2"
"1"," 3"
"1"," 3"
"1"," 3"
"1"," 4"
"1"," 5"
"1"," 6"
"1"," 3"
"1"," 3"
"1"," 2"
"1"," 4"
"1"," 2"
"1"," 5"
"1"," 3"
"1"," 4"
"1"," 4"
"1"," 1"
"1"," 3"
"1"," 3"
"1"," 2"
"1"," 2"
"1"," 4"
"1"," 1"
"1"," 3"
"1"," 4"
"1"," 4"
"1"," 1"
"1"," 1"
"1"," 2"
"1"," 2"
"1"," 3"
"1"," 3"
"1"," 3"
"1"," 1"
"1"," 2"
"1"," 1"
"1"," 1"
"1"," 2"
"1"," 1"
"1"," 3"
"1"," 4"
"1"," 4"
"1"," 3"
"1"," 2"
"1"," 3"
"1","
"
"1","[256]"
"1"," 1"
"1"," 6"
"1"," 3"
"1"," 3"
"1"," 3"
"1"," 6"
"1"," 3"
"1"," 5"
"1"," 4"
"1"," 1"
"1"," 2"
"1"," 1"
"1"," 5"
"1"," 2"
"1"," 3"
"1"," 3"
"1"," 5"
"1"," 3"
"1"," 5"
"1"," 1"
"1"," 4"
"1"," 5"
"1"," 4"
"1"," 6"
"1"," 3"
"1"," 2"
"1"," 0"
"1"," 2"
"1"," 4"
"1"," 0"
"1"," 4"
"1"," 5"
"1"," 3"
"1"," 2"
"1"," 2"
"1"," 4"
"1"," 5"
"1"," 3"
"1"," 3"
"1"," 4"
"1"," 3"
"1"," 5"
"1"," 3"
"1"," 2"
"1"," 2"
"1"," 5"
"1"," 4"
"1"," 3"
"1"," 3"
"1"," 2"
"1"," 2"
"1","
"
"1","[307]"
"1"," 3"
"1"," 5"
"1"," 5"
"1"," 5"
"1"," 2"
"1"," 1"
"1"," 8"
"1"," 5"
